OTU	ERR0000001	ERR0000002	ERR0000003	ERR0000004	ERR0000005	ERR0000006	ERR0000007	ERR0000008	ERR0000009	ERR0000010	ERR0000011	ERR0000012	ERR0000013	ERR0000014	ERR0000015	ERR0000016	ERR0000017	ERR0000018	ERR0000019	ERR0000020	ERR0000021	ERR0000022	ERR0000023	ERR0000024	ERR0000025	ERR0000026	ERR0000027	ERR0000028	ERR0000029	ERR0000030	ERR0000031	ERR0000032	ERR0000033	ERR0000034	ERR0000035	ERR0000036	ERR0000037	ERR0000038	ERR0000039	ERR0000040	ERR0000044	ERR0000045	ERR0000046	ERR0000069	ERR0000070	ERR0000071	ERR0000091	ERR0000092	ERR0000093	ERR0000094	ERR0000095	ERR0000096	ERR0000097	ERR0000098	ERR0000099	ERR0000100	ERR0000101	ERR0000102	ERR0000103	ERR0000104	ERR0000105	ERR0000106	ERR0000107	ERR0000108	ERR0000109	ERR0000110	ERR0000111	ERR0000112	ERR0000113	ERR0000114	ERR0000115	ERR0000116	ERR0000117	ERR0000118	ERR0000119	ERR0000120	ERR0000121	ERR0000122	ERR0000123	ERR0000124	ERR0000125	ERR0000126	ERR0000127	ERR0000128	ERR0000129	ERR0000130	ERR0000131	ERR0000132	ERR0000133	ERR0000134	ERR0000135	ERR0000136	ERR0000137	ERR0000138	ERR0000139	ERR0000140	ERR0000141	ERR0000142	ERR0000143	ERR0000144	ERR0000145	ERR0000146	ERR0000147	classification
ERR16:104960.737726	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1596	408	893	528	107	249	83	47	127	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715	537	802	465	232	364	7	7	7	0	Eukaryota;Porifera;Demospongiae;Verongida;Aplysinidae;Aplysina;Aplysina cauliformis
ERR109:182450.673346	0	0	0	0	0	0	0	215	0	0	142	0	0	0	0	0	0	0	109	0	0	657	0	0	107	142	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	731	0	551	461	0	153	222	526	379	55	119	201	165	92	0	341	0	224	3	147	1	502	1	0	163	0	289	0	176	188	0	0	53	0	0	0	0	0	0	Eukaryota;Porifera;Demospongiae;Halichondrida;Axinellidae;Ptilocaulis;Ptilocaulis walpersi
ERR105:33580.725060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Cnidaria;Calicogorgia;Calicogorgia granulosa
ERR117:39960.695198	0	0	0	0	0	0	0	190	0	0	69	0	0	0	1	1	0	0	135	0	0	481	0	0	144	147	0	0	0	65	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	1	164	509	0	390	109	189	548	52	250	69	51	837	10	106	14	158	53	356	7	148	2	1	63	0	110	1	685	94	0	0	68	0	0	1	0	0	0	Eukaryota;Chordata;Actinopteri;Osmeriformes;Salangidae;Neosalanx;Neosalanx taihuensis
ERR98:353250.683499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	784	799	1115	6	8	6	4	1	4	0	2	0	1	910	286	1259	563	333	468	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Mollusca;Gastropoda;Pupillidae;Gastrocopta;Gastrocopta corticaria
ERR146:212100.705320	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	16	6	12	9	3	6	729	437	919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	23	33	16	17	33	1245	1058	1720	0	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Calocalanidae;Calocalanus;Calocalanus styliremis
ERR28:66530.640502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1881	3504	0	0	1	814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Porifera;Demospongiae;Hadromerida;Tethyidae;Tethya;Tethya seychellensis
ERR145:29980.707522	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	22	24	32	14	16	22	180	160	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	84	161	73	64	97	1260	1580	1407	0	Eukaryota;Chordata;Actinopteri;Ophidiiformes;Bythitidae;Diplacanthopoma;Diplacanthopoma brachysoma
ERR110:213830.664554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	307	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1133	263	0	0	0	0	805	0	0	1	0	0	0	0	0	0	0	0	2	481	0	568	0	795	17	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1449	0	0	0	Eukaryota;Arthropoda;Arachnida;Astigmata;Trouessartiidae;Trouessartia;Trouessartia inexpectata
ERR99:59940.667021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	185	0	0	0	0	0	0	0	5539	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Mollusca;Gastropoda;Muricidae;Orania;Orania mixta
ERR112:453690.602907	0	0	0	0	0	0	0	88	0	0	83	0	0	0	0	0	0	0	169	0	0	409	0	0	165	89	0	0	0	45	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	133	728	1	632	98	115	493	90	257	84	82	540	0	136	2	81	14	145	1	103	0	0	68	1	142	1	356	106	0	0	145	0	0	0	0	0	1	Eukaryota;Arthropoda;Insecta;Neuroptera;Chrysopidae;Chrysoperla;Chrysoperla suzukii
ERR109:584130.712896	0	0	0	0	0	0	0	136	0	0	228	0	0	0	0	0	0	0	116	0	0	62	0	0	151	328	0	0	0	24	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	120	190	1	204	78	235	164	83	349	47	153	1039	1	203	4	72	15	275	0	77	0	0	127	0	80	0	635	68	0	0	273	0	0	0	0	0	0	Eukaryota;Mollusca;Gastropoda;Pupillidae;Gastrocopta;Gastrocopta corticaria
ERR113:190030.601036	0	5	6	32	138	50	81	0	0	0	194	128	132	0	0	183	52	87	54	35	82	6	3	21	0	0	0	0	0	0	0	0	0	3	0	46	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	71	163	182	195	84	0	131	125	71	121	62	73	0	102	45	48	131	193	131	0	78	112	85	83	125	116	0	0	230	236	241	157	144	318	45	77	66	0	Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Ptilocodiidae;Hydrichthella;Hydrichthella epigorgia
ERR69:21980.703130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	22	92	1341	744	1574	614	217	800	0	0	0	0	9	2	48	16	15	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Mollusca;Gastropoda;Muricidae;Orania;Orania mixta
ERR100:150810.700625	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	927	390	851	331	242	406	205	69	239	14	257	94	259	319	135	523	38	29	94	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Eukaryota;Annelida;Polychaeta;Phyllodocida;Hesionidae;Podarkeopsis;Podarkeopsis arenicolus
ERR101:173380.679342	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	218	0	0	77	0	0	1	0	0	111	0	0	2400	2012	0	8	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Cnidaria;Anthozoa;Pennatulacea;Renillidae;Renilla;Renilla muelleri
ERR71:12730.711427	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	289	293	740	609	536	353	215	350	1	32	19	32	306	145	317	114	51	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Ascidiacea;Enterogona;Ascidiidae;Ascidia;Ascidia ahodori
ERR100:33090.696565	0	0	0	0	0	0	1	0	0	0	5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	324	183	400	390	111	538	0	0	0	1	571	261	1921	6	2	8	0	1	0	1	0	0	0	0	3	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Kurtiformes;Apogonidae;Apogon;Apogon guadalupensis
ERR132:116490.654440	0	0	0	0	0	0	0	0	0	0	0	0	0	229	479	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2107	0	1199	0	0	0	0	0	0	0	0	0	0	0	0	563	Eukaryota;Cnidaria;Anthozoa;Antipatharia;Antipathidae;Stichopathes;Stichopathes lutkeni
ERR17:43180.704424	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	569	274	658	28	19	57	139	54	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	311	276	302	192	246	344	282	417	0	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Temoridae;Temora;Temora turbinata
ERR112:13360.654892	0	18	2	2	94	27	64	0	0	1	296	193	364	0	0	13	1	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	180	79	197	468	523	505	0	113	136	132	138	126	111	0	36	17	19	136	171	172	0	35	53	63	19	34	34	3	0	2	5	4	2	0	0	1	0	0	0	Eukaryota;Rotifera;Monogononta;Ploima;Brachionidae;Brachionus;Brachionus patulus
ERR95:71380.707918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	28	39	49	0	1	0	0	2	1	0	1602	634	2177	8	3	6	5	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Eukaryota;Placozoa;Trichoplax;Trichoplax adhaerens
ERR103:138050.721856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	2	11	13	24	6	6	8	0	2	0	0	51	314	588	1432	951	1129	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Cnidaria;Anthozoa;Actiniaria;Aiptasiidae;Aiptasia;Aiptasia pulchella
ERR34:63450.704440	0	1	6	7	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1054	2614	0	0	1	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	55	85	3	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	35	35	51	0	0	0	0	0	0	0	0	0	0	1	0	Eukaryota;Cnidaria;Anthozoa;Actiniaria;Halcuriidae;Halcurias;Halcurias pilatus
ERR128:93990.725188	0	3	1	0	7	5	10	0	0	0	71	27	27	0	0	4	3	7	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	56	354	323	853	0	0	0	0	0	173	96	336	131	151	95	0	82	110	97	67	57	102	0	33	23	42	168	131	164	0	51	114	65	17	13	59	0	0	15	4	4	5	4	6	0	0	0	0	Eukaryota;Mollusca;Gastropoda;Siphonariidae;Siphonaria;Siphonaria gigas
ERR131:18780.721819	561	0	0	0	0	0	0	7	0	0	7	0	0	0	0	963	0	0	8	0	0	15	0	0	4	5	0	0	0	50	0	0	29	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	4	13	7	0	3	25	34	9	2	5	35	15	126	105	6	57	21	62	17	0	5	1870	0	9	0	21	0	30	10	0	0	9	0	0	6	0	0	0	Eukaryota;Chordata;Actinopteri;Ophidiiformes;Bythitidae;Diplacanthopoma;Diplacanthopoma brachysoma
ERR100:149010.696171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	202	291	438	340	558	275	140	433	9	60	40	106	243	133	400	21	23	99	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Cirrhinus mrigala x Labeo rohita
ERR123:60260.669704	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	5	0	0	8	0	0	5	3	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	22	1	4	0	1	9	4	5	2	1	2	4	0	1808	0	810	14	887	0	0	1	4	0	4	0	3	0	1	5	0	0	0	0	0	9	0	0	0	Eukaryota;Cnidaria;Anthozoa;Actiniaria;Halcuriidae;Halcurias;Halcurias pilatus
ERR15:1050.640874	242	0	0	0	0	0	0	0	0	0	0	0	0	901	632	0	0	0	0	0	0	0	0	0	729	1092	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	Eukaryota;Ctenophora;Cydippida;Pleurobrachiidae;Pleurobrachia;Pleurobrachia pileus
ERR91:70460.684824	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3895	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Echinodermata;Ophiuroidea;Euryalida;Euryalidae;Asteromorpha;Asteromorpha capensis
ERR109:473920.644277	0	0	0	0	0	0	0	146	0	0	119	0	0	0	0	0	0	0	76	0	0	50	0	0	86	59	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	167	23	180	134	0	77	207	177	69	45	126	60	76	7	112	93	186	186	267	154	0	121	0	0	112	0	122	1	173	222	0	0	37	0	0	61	0	0	0	Eukaryota;Mollusca;Gastropoda;Nudibranchia;Chromodorididae;Noumea;Noumea crocea
ERR112:85600.615086	0	56	76	119	135	108	191	0	0	0	126	104	200	0	0	12	6	23	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	7	0	36	54	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	151	39	63	263	220	75	0	141	119	41	144	74	35	0	151	69	37	67	154	62	0	77	240	105	36	120	93	0	0	14	4	11	1	0	1	0	0	0	0	Eukaryota;Chordata;Mammalia;Cetacea;Ziphiidae;Berardius;Berardius bairdii
ERR113:137920.619325	0	112	128	225	139	72	150	0	0	0	111	57	101	0	0	7	3	6	0	0	2	6	0	0	0	0	0	0	0	0	0	0	5	22	0	53	46	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	39	47	166	186	89	0	195	136	115	95	61	62	20	77	64	62	73	122	84	0	70	137	136	93	215	141	0	0	8	6	11	3	5	2	1	1	0	0	Eukaryota;Chordata;Actinopteri;Albuliformes;Albulidae;Pterothrissus;Pterothrissus gissu
ERR139:189530.636437	0	0	0	0	1	0	2	0	0	0	0	0	4	0	0	163	30	140	349	109	691	11	3	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	188	184	473	538	526	49	58	50	0	Eukaryota;Chordata;Actinopteri;Kurtiformes;Apogonidae;Apogon;Apogon guadalupensis
ERR107:290410.646607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	713	168	0	771	7	0	0	1	0	0	341	142	0	1	36	0	121	824	0	625	47	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Ascidiacea;Enterogona;Ascidiidae;Ascidia;Ascidia ahodori
ERR98:335090.640492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	559	0	163	1	0	0	0	0	0	2115	19	0	0	307	0	26	457	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Argentiniformes;Opisthoproctidae;Opisthoproctus;Opisthoproctus soleatus
ERR127:37110.718574	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	600	0	0	0	0	4	1	0	0	0	0	0	2	778	0	271	2	688	4	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1052	0	0	0	Eukaryota;Cnidaria;Anthozoa;Actiniaria;Hormathiidae;Hormathia;Hormathia digitata
ERR115:176260.640620	2	0	0	0	0	0	0	63	0	0	210	0	0	0	0	0	0	0	24	0	0	39	0	0	20	47	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	147	0	141	151	0	22	470	123	45	16	61	115	142	14	0	115	4	411	6	294	0	93	0	0	421	0	99	1	104	149	0	0	34	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Osteoglossiformes;Mormyridae;Isichthys;Isichthys henryi
ERR147:3320.649166	0	0	0	0	0	0	0	0	0	0	0	0	0	384	488	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	814	0	789	0	0	0	0	0	0	0	0	0	0	0	0	827	Eukaryota;Chordata;Actinopteri;Kurtiformes;Apogonidae;Rhabdamia;Rhabdamia spilota
ERR26:23480.662414	251	0	0	0	0	0	0	0	0	0	0	0	0	1057	696	0	0	0	0	0	0	0	0	0	367	426	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	517	Eukaryota;Platyhelminthes;Cestoda;Amphilinidea;Amphilinidae;Gigantolina;Gigantolina magna
ERR143:1410.621348	0	2	0	0	1	0	1	0	0	0	6	5	2	0	0	252	91	99	103	112	154	21	14	32	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	245	277	494	355	453	139	95	110	0	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Microthrissa;Microthrissa congica
ERR142:3300.719559	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	130	72	176	730	349	731	2	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	22	33	0	2	0	0	0	0	0	13	5	12	0	0	0	0	1	0	0	0	0	0	0	0	11	6	32	76	25	0	14	20	17	31	20	22	0	16	7	16	31	38	15	0	23	19	9	4	1	16	0	0	126	101	168	48	71	63	9	3	3	0	Eukaryota;Chordata;Actinopteri;Anguilliformes;Saccopharyngidae;Saccopharynx;Saccopharynx lavenbergi
ERR131:40080.639130	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	47	0	0	0	212	270	1	0	0	0	0	0	0	49	0	201	0	35	0	42	2044	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Cnidaria;Anthozoa;Alcyonacea;Nephtheidae;Dendronephthya;Dendronephthya mollis
ERR93:137000.637991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	51	54	328	446	535	526	394	690	0	1	1	0	19	19	81	18	15	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Chordata;Actinopteri;Kurtiformes;Apogonidae;Apogon;Apogon guadalupensis
ERR1:188090.673343	3171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Annelida;Polychaeta;Terebellida;Alvinellidae;Paralvinella;Paralvinella sulfincola
ERR107:35670.664611	2	0	0	0	0	0	0	0	0	0	0	0	0	66	65	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	58	0	0	0	12	0	0	0	0	0	0	0	0	46	0	0	0	5	4	2623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	69	0	0	0	0	0	0	0	0	0	0	0	0	50	Eukaryota;Mollusca;Gastropoda;Neritidae;Neritina;Neritina rubricata
ERR123:109410.654127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	738	0	443	0	648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	Eukaryota;Mollusca;Gastropoda;Nudibranchia;Polyceridae;Tambja;Tambja stegosauriformis
ERR146:408210.645493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542	220	420	242	113	323	257	122	398	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	13	8	120	122	175	0	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Cirrhinus mrigala x Labeo rohita
ERR103:178430.726510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	128	46	108	1462	746	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Eukaryota;Arthropoda;Insecta;Coleoptera;Buprestidae;Ectinogonia;Ectinogonia intermedia
